,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,gender_Male,InternetService_Fiber optic,InternetService_No,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Contract_One year,Contract_Two year,Churn
5811,0,1,0,61,1,1,0,1,1,0,1,1,0,80.9,4932.5,1,0,0,1,0,0,0,0,1,0
400,0,0,0,32,1,0,0,0,0,0,0,0,0,19.75,624.15,0,0,1,1,0,0,0,1,0,0
1743,0,1,0,67,1,1,0,0,0,0,0,0,0,24.85,1583.5,1,0,1,0,1,0,0,0,1,0
5310,0,1,0,43,1,1,1,1,0,1,0,0,0,66.25,2907.35,1,0,0,1,0,0,0,0,0,0
1141,0,0,1,6,1,0,0,0,0,0,0,0,1,20.2,98.35,1,0,1,0,0,0,1,0,0,0
5160,0,0,0,1,1,0,0,1,0,0,0,0,0,74.35,74.35,0,1,0,0,0,1,0,0,0,0
6965,1,1,0,61,1,1,1,1,1,1,0,0,1,94.2,5895.45,0,1,0,0,1,0,0,0,0,0
2164,0,1,1,70,1,0,1,1,1,1,1,0,1,101.1,6994.8,1,1,0,0,1,0,0,0,1,0
1159,1,1,0,3,1,0,0,0,0,0,1,0,1,80.4,224.05,0,1,0,0,0,1,0,0,0,1
1352,0,1,1,72,0,0,1,0,1,1,1,1,0,60.95,4549.05,1,0,0,1,0,0,0,0,1,0
532,0,0,0,2,1,0,0,0,0,0,1,0,1,79.95,174.45,1,1,0,0,0,1,0,0,0,0
4342,1,0,0,52,1,1,1,0,1,0,0,0,0,59.85,3103.25,0,0,0,1,0,0,0,0,1,0
2765,0,0,0,13,1,0,0,0,0,0,0,0,1,70.15,931.75,1,1,0,0,0,1,0,0,0,0
682,0,0,0,3,1,0,1,0,0,1,1,0,1,64.4,195.65,1,0,0,0,1,0,0,0,0,0
111,0,0,0,52,1,0,1,0,1,1,0,0,0,57.95,3042.25,0,0,0,0,1,0,0,1,0,0
5031,0,1,1,9,1,0,0,1,0,1,1,1,1,101.5,906.85,1,1,0,0,0,1,0,0,0,0
6577,0,1,0,70,1,1,0,1,1,1,1,0,0,72.95,5265.55,1,0,0,1,0,0,0,0,1,0
407,1,1,1,32,1,0,0,1,0,0,1,1,1,93.95,2861.45,1,1,0,0,0,0,1,0,0,0
4595,0,1,1,68,1,1,0,1,1,1,1,1,0,85.3,5560.0,0,0,0,1,0,0,0,0,1,0
258,0,1,0,2,1,0,0,0,0,0,0,0,1,44.6,80.55,0,0,0,0,1,0,0,0,0,1
3741,0,1,1,72,1,1,1,1,1,1,0,1,1,104.9,7732.65,1,1,0,0,1,0,0,0,1,0
2920,0,1,0,72,1,0,1,1,1,1,1,1,0,85.1,6155.4,0,0,0,0,0,0,1,0,1,0
2157,0,1,0,51,1,1,0,1,1,0,1,1,1,106.8,5498.8,1,1,0,1,0,0,0,1,0,0
5999,0,0,0,35,1,1,1,0,1,1,1,1,1,108.95,4025.5,1,1,0,0,0,1,0,0,1,0
4556,0,0,0,2,1,0,0,0,0,0,0,0,1,67.75,116.65,1,1,0,0,0,1,0,0,0,1
3715,1,0,0,11,1,0,0,0,0,0,0,1,1,78.5,874.2,1,1,0,0,0,1,0,0,0,0
1475,1,1,0,69,1,1,0,1,0,1,1,1,0,105.4,6998.95,0,1,0,0,1,0,0,0,1,0
3677,0,0,0,1,0,0,0,0,0,1,0,0,0,30.55,30.55,0,0,0,0,0,0,1,0,0,0
7000,0,0,0,67,1,0,0,0,0,0,0,0,0,20.55,1343.4,0,0,1,0,0,1,0,1,0,0
3209,0,0,0,1,1,1,0,0,0,0,1,1,1,93.85,93.85,0,1,0,0,0,1,0,0,0,1
5474,0,0,0,1,1,1,0,0,0,0,1,0,1,84.6,84.6,0,1,0,0,0,1,0,0,0,0
1578,0,0,0,7,1,0,0,0,0,1,1,0,1,59.5,415.95,0,0,0,0,0,0,1,0,0,1
6608,0,0,0,22,1,0,0,1,0,1,0,0,1,55.15,1193.05,1,0,0,0,1,0,0,1,0,1
444,0,1,0,36,1,0,0,0,0,0,0,1,0,80.4,2937.65,0,1,0,0,0,1,0,0,0,0
3722,0,0,1,23,0,0,1,1,0,1,0,0,0,40.65,947.4,1,0,0,1,0,0,0,1,0,0
5667,0,1,0,4,1,0,0,0,0,0,0,0,0,20.15,91.4,0,0,1,0,0,1,0,0,0,0
2350,0,0,0,5,1,1,0,0,0,0,1,0,1,84.0,424.75,0,1,0,0,0,1,0,0,0,0
4309,0,0,0,22,0,0,0,0,1,0,1,1,1,50.6,1073.3,0,0,0,0,0,1,0,0,0,0
2869,0,0,0,6,1,0,0,0,0,0,1,1,1,91.1,455.3,0,1,0,0,0,1,0,0,0,1
3007,1,0,0,32,1,0,0,1,0,0,0,0,1,74.4,2276.95,0,1,0,0,0,1,0,0,0,1
4698,1,1,0,66,1,1,0,1,1,0,1,1,1,80.55,5265.1,0,0,0,1,0,0,0,0,1,1
1956,0,0,0,72,1,1,1,1,1,0,1,0,1,101.3,7261.25,0,1,0,1,0,0,0,0,1,0
3165,0,1,1,24,1,0,0,0,0,0,0,0,0,20.25,439.75,1,0,1,0,0,0,1,1,0,0
127,0,1,0,72,1,1,0,0,0,0,0,0,1,23.55,1723.95,1,0,1,1,0,0,0,0,1,0
6641,0,0,0,16,1,0,1,0,0,0,0,0,1,50.15,762.25,0,0,0,0,0,1,0,0,0,1
3818,0,1,0,58,1,1,1,1,0,1,1,1,1,109.1,6393.65,0,1,0,0,1,0,0,0,1,0
4847,1,0,0,37,1,1,0,0,0,0,0,0,1,76.25,2841.55,0,1,0,0,0,1,0,0,0,1
2194,0,0,0,1,1,0,0,0,0,0,1,0,1,79.5,79.5,1,1,0,0,0,1,0,0,0,1
1977,1,0,0,31,1,1,0,1,0,0,1,0,1,90.7,2845.15,1,1,0,0,0,1,0,0,0,0
3112,0,1,0,72,1,1,1,1,0,1,0,1,1,100.55,7325.1,1,1,0,1,0,0,0,0,1,0
4867,0,1,0,34,1,1,0,0,1,0,1,1,0,100.85,3527.3,1,1,0,0,0,1,0,0,0,0
4658,0,0,0,8,1,0,0,0,0,0,0,0,0,44.45,369.3,0,0,0,0,0,0,1,0,0,0
6829,0,1,1,8,1,0,0,0,0,0,0,0,0,19.6,125.0,1,0,1,0,1,0,0,0,1,0
5725,0,1,1,18,1,1,0,0,0,0,0,0,1,24.65,471.35,0,0,1,0,1,0,0,0,1,0
1850,1,1,0,47,1,1,1,1,1,0,0,0,1,67.45,3252.0,0,0,0,0,1,0,0,0,0,0
202,0,1,1,71,1,1,1,0,1,0,1,1,0,105.55,7405.5,1,1,0,0,0,1,0,0,1,0
4097,0,0,1,64,1,0,0,1,0,1,1,1,1,99.15,6171.2,1,1,0,0,1,0,0,0,0,0
2156,0,0,0,2,1,0,0,0,0,0,0,1,0,80.55,184.1,0,1,0,0,0,1,0,0,0,1
4739,0,0,0,11,1,1,1,0,0,0,0,0,1,79.0,929.3,0,1,0,1,0,0,0,0,0,0
3959,0,0,0,59,1,0,0,0,1,0,0,1,1,61.35,3645.5,1,0,0,1,0,0,0,1,0,0
5137,1,0,0,55,1,1,1,1,1,1,1,1,1,116.5,6382.55,1,1,0,0,0,1,0,0,0,0
3006,1,0,0,14,1,1,0,0,0,0,0,0,1,74.95,1036.75,1,1,0,0,0,1,0,0,0,1
395,0,0,0,66,1,1,1,1,1,1,1,1,1,90.05,5965.95,0,0,0,0,1,0,0,0,1,0
2468,0,1,0,4,0,0,0,1,0,0,1,1,1,48.55,201.0,1,0,0,0,0,1,0,0,0,1
1525,0,1,1,7,1,0,0,0,0,0,0,0,0,20.65,158.95,0,0,1,0,0,0,1,0,0,0
654,1,0,0,8,1,0,0,0,0,0,0,0,0,19.65,164.3,0,0,1,0,0,1,0,0,0,1
6831,0,0,0,7,1,1,0,0,0,0,0,1,1,86.8,620.35,1,1,0,0,0,1,0,0,0,1
5197,0,1,0,72,1,1,0,1,1,1,1,1,1,110.15,7998.8,0,1,0,0,0,1,0,0,1,0
3481,0,0,0,4,1,1,0,0,0,0,0,0,0,50.7,214.55,0,0,0,0,0,1,0,0,0,0
3074,0,1,1,35,1,1,1,1,0,0,0,0,1,59.45,2136.9,0,0,0,0,1,0,0,0,0,0
5720,0,0,0,32,1,1,0,1,1,0,1,1,1,104.05,3416.85,0,1,0,0,1,0,0,1,0,0
2478,0,0,0,4,1,0,0,0,0,0,0,0,0,44.55,220.75,1,0,0,0,0,0,1,0,0,0
3705,0,1,1,69,1,1,1,0,0,1,0,0,0,61.4,4059.85,0,0,0,0,1,0,0,0,1,0
5543,1,0,0,14,1,0,1,1,0,0,0,0,0,78.85,1043.8,0,1,0,0,0,1,0,0,0,0
6753,0,1,1,56,1,1,1,1,0,0,0,1,0,68.75,3815.4,0,0,0,1,0,0,0,1,0,0
913,0,0,0,12,1,0,0,0,0,0,0,0,0,20.05,267.0,1,0,1,0,1,0,0,1,0,0
4271,0,1,1,28,1,0,0,0,0,0,0,0,0,19.9,543.0,0,0,1,0,0,0,1,1,0,0
2252,0,1,1,64,1,0,0,0,0,0,0,0,0,19.8,1336.65,0,0,1,1,0,0,0,1,0,0
4568,0,0,0,26,1,0,0,1,1,1,0,0,1,85.2,2184.6,1,1,0,0,0,1,0,1,0,0
975,0,0,0,71,1,1,1,0,1,1,1,1,1,108.05,7532.15,1,1,0,0,0,1,0,0,1,1
5311,0,1,0,6,1,0,0,0,0,0,0,0,0,19.5,146.3,0,0,1,1,0,0,0,0,0,1
3253,0,1,1,36,1,1,1,0,1,0,1,1,1,104.5,3684.95,0,1,0,0,1,0,0,0,0,0
1481,0,1,1,72,0,0,1,1,1,1,1,1,1,65.1,4754.3,1,0,0,0,1,0,0,0,1,0
3627,0,0,0,16,1,0,0,0,0,0,0,0,0,20.1,296.15,0,0,1,0,0,0,1,1,0,0
1194,0,0,0,14,1,0,0,1,0,0,0,0,0,50.45,765.45,0,0,0,0,0,1,0,0,0,0
6374,0,1,1,72,1,0,0,0,0,0,0,0,1,20.7,1482.3,0,0,1,0,0,0,1,0,1,0
4806,0,0,0,67,1,0,0,0,0,0,0,0,1,19.45,1195.95,1,0,1,0,0,0,1,1,0,0
2860,1,0,0,67,1,1,0,0,1,0,1,1,1,101.4,6841.05,1,1,0,0,1,0,0,0,0,0
3734,1,0,0,72,1,1,0,1,1,1,1,1,1,108.1,7774.05,0,1,0,1,0,0,0,0,1,0
3884,0,1,0,18,1,1,0,0,0,1,1,0,1,88.85,1594.75,0,1,0,0,0,1,0,0,0,0
5201,0,0,0,9,1,0,0,0,0,0,0,0,1,19.9,164.6,1,0,1,0,0,1,0,1,0,0
2561,0,1,1,71,1,1,1,1,1,0,1,0,1,99.0,7061.65,0,1,0,0,1,0,0,0,1,0
6107,0,0,0,1,1,0,0,0,0,0,0,0,0,19.95,19.95,1,0,1,0,0,0,1,0,0,0
4834,0,1,1,67,1,1,0,0,0,0,0,0,0,24.65,1620.45,1,0,1,1,0,0,0,0,1,0
663,0,1,1,65,1,1,1,1,0,0,0,1,1,69.55,4459.15,1,0,0,0,0,0,1,0,1,0
6839,0,0,0,11,1,1,0,0,1,0,1,1,1,100.75,1129.75,0,1,0,0,0,1,0,0,0,1
6354,0,1,0,61,1,0,1,1,0,1,0,1,0,93.7,5860.7,0,1,0,1,0,0,0,1,0,0
2885,1,0,0,67,1,1,1,1,1,1,1,1,1,116.1,7839.85,1,1,0,0,1,0,0,0,1,0
2343,0,1,0,3,1,0,0,0,0,0,0,0,1,46.1,130.15,0,0,0,0,0,0,1,0,0,0
431,0,1,1,72,0,0,1,1,1,1,1,1,1,65.2,4784.45,0,0,0,0,1,0,0,0,1,0
3805,1,0,0,1,1,0,0,0,0,0,0,0,1,71.65,71.65,1,1,0,0,0,1,0,0,0,1
2945,0,0,0,9,1,0,1,0,0,0,0,0,0,75.6,661.55,1,1,0,0,0,1,0,0,0,0
5589,0,0,0,46,1,0,0,0,1,1,0,0,0,54.35,2460.15,0,0,0,0,1,0,0,0,1,1
5785,0,1,1,46,1,0,0,0,0,0,0,0,1,20.2,917.45,1,0,1,0,0,0,1,0,1,0
4423,0,0,0,33,1,0,0,1,1,0,1,0,1,66.4,2245.4,1,0,0,0,1,0,0,0,0,0
3183,1,1,0,3,0,0,0,0,0,0,1,0,1,36.45,93.7,1,0,0,0,0,0,1,0,0,1
1379,0,0,0,70,0,0,1,1,1,1,0,0,1,44.6,3058.15,0,0,0,1,0,0,0,0,1,0
1742,0,0,0,2,1,0,0,1,0,0,1,0,1,87.15,183.75,0,1,0,1,0,0,0,0,0,1
1617,0,0,0,27,1,1,0,0,1,1,0,0,0,59.45,1611.65,1,0,0,0,0,1,0,0,0,0
96,0,1,1,71,1,1,1,1,0,1,0,0,1,66.85,4748.7,1,0,0,0,1,0,0,1,0,0
4354,0,0,0,59,1,0,0,0,0,0,0,0,1,20.2,1192.3,1,0,1,1,0,0,0,0,1,0
5282,0,1,0,3,1,1,0,0,0,0,1,1,1,95.2,292.85,0,1,0,0,0,1,0,0,0,1
6128,0,1,0,14,1,0,0,0,0,0,0,1,1,78.1,1122.4,0,1,0,0,0,1,0,0,0,0
4498,0,1,1,11,1,0,0,0,0,0,0,0,1,20.0,196.35,0,0,1,0,0,0,1,1,0,0
6100,1,1,0,29,1,1,0,0,1,0,1,1,1,99.05,2952.85,0,1,0,1,0,0,0,0,0,1
760,0,0,0,1,1,0,0,0,0,0,0,0,0,20.8,20.8,1,0,1,0,0,0,1,0,0,0
560,0,1,0,56,1,1,0,1,0,1,1,1,1,107.25,6033.3,1,1,0,0,0,1,0,1,0,0
5845,0,0,0,3,1,1,0,0,0,0,0,0,1,75.8,246.3,0,1,0,0,0,1,0,0,0,1
4747,0,0,0,35,1,0,0,0,0,0,0,0,0,20.6,754.0,1,0,1,1,0,0,0,1,0,0
3456,0,0,0,67,1,1,1,0,1,1,1,1,1,85.25,5714.2,0,0,0,0,0,0,1,0,1,0
2266,1,1,0,52,1,0,1,0,1,1,1,1,1,104.45,5481.25,1,1,0,1,0,0,0,1,0,0
1500,0,0,0,37,0,0,0,0,1,0,0,1,1,40.2,1478.85,0,0,0,0,1,0,0,0,0,0
3280,0,1,0,55,1,0,1,1,1,0,0,0,0,58.6,3068.6,1,0,0,0,0,1,0,0,1,0
6211,0,1,1,5,1,0,0,0,0,1,1,0,1,85.75,470.95,0,1,0,0,0,1,0,0,0,1
4228,0,1,1,1,1,0,0,0,0,0,0,0,1,68.5,68.5,1,1,0,0,0,1,0,0,0,1
6694,0,1,1,8,1,1,1,1,0,1,0,1,1,76.15,645.8,1,0,0,0,1,0,0,0,1,0
4816,0,1,1,55,1,1,1,1,0,1,1,0,1,75.0,4213.9,0,0,0,0,1,0,0,1,0,0
1339,0,1,0,66,1,1,0,1,1,0,1,1,1,105.0,7133.25,1,1,0,0,1,0,0,0,0,1
3947,0,0,0,5,1,0,1,0,1,0,0,0,0,55.8,300.4,0,0,0,0,1,0,0,0,0,0
4405,0,1,1,6,1,0,0,1,0,0,0,1,1,83.55,477.55,1,1,0,0,1,0,0,0,0,1
668,0,0,0,4,1,0,0,0,0,0,0,0,0,45.65,191.05,0,0,0,0,0,0,1,0,0,1
1513,1,0,0,1,0,0,0,0,0,0,0,0,1,25.8,25.8,0,0,0,0,0,0,1,0,0,1
2015,0,1,1,28,1,1,0,0,0,0,0,0,0,49.9,1410.25,0,0,0,0,0,0,1,0,0,0
662,0,0,0,1,1,0,0,0,0,0,0,0,0,20.05,20.05,1,0,1,0,0,0,1,0,0,0
5829,0,1,1,31,0,0,1,0,1,1,1,1,0,59.95,1848.8,1,0,0,0,0,1,0,1,0,0
929,0,1,1,30,1,0,0,0,1,0,0,1,0,86.45,2538.05,0,1,0,0,0,1,0,1,0,0
1188,0,0,0,35,1,0,0,0,1,1,1,1,1,99.25,3532.0,0,1,0,0,0,1,0,1,0,0
6759,1,1,0,51,1,1,1,0,1,0,0,1,1,93.65,4839.15,1,1,0,1,0,0,0,1,0,0
3887,0,0,0,11,1,0,0,1,0,0,0,0,0,74.95,815.5,1,1,0,0,0,1,0,0,0,1
387,0,0,0,42,0,0,1,1,1,1,0,1,1,54.75,2348.45,0,0,0,0,0,1,0,1,0,0
4196,0,1,1,70,1,1,0,0,0,0,0,0,0,24.05,1764.75,0,0,1,0,0,0,1,0,1,0
5465,0,0,0,26,1,0,0,1,1,0,0,0,1,56.05,1553.2,0,0,0,0,0,0,1,1,0,0
6025,0,0,1,41,1,0,0,0,0,0,0,0,0,45.2,1841.9,0,0,0,1,0,0,0,0,0,0
43,0,0,0,63,1,1,1,1,1,1,1,0,1,79.85,4861.45,0,0,0,0,1,0,0,0,1,0
91,1,0,0,1,1,0,0,0,0,1,0,0,0,74.7,74.7,1,1,0,0,0,1,0,0,0,0
2055,0,0,0,45,1,1,1,0,1,1,1,1,1,108.45,4964.7,1,1,0,0,1,0,0,0,0,0
730,0,0,0,45,1,1,0,0,1,1,0,0,1,87.25,3941.7,0,1,0,0,0,1,0,0,0,1
6510,0,1,1,46,1,1,1,0,1,1,0,1,0,99.65,4630.2,0,1,0,0,0,0,1,0,1,0
6118,0,0,0,72,1,1,1,1,1,1,1,1,1,118.2,8547.15,1,1,0,0,0,1,0,0,1,0
1269,0,1,1,62,1,1,1,1,1,1,1,1,0,115.55,7159.05,1,1,0,1,0,0,0,0,1,0
3149,0,0,0,8,1,0,0,0,1,1,0,1,0,64.1,504.05,0,0,0,0,0,0,1,0,0,0
6683,0,0,0,43,0,0,0,0,1,1,0,1,0,44.15,1931.3,1,0,0,0,0,1,0,1,0,0
5279,0,1,1,70,1,1,0,0,0,0,0,0,0,25.15,1790.15,1,0,1,0,1,0,0,0,1,0
3392,0,1,1,58,1,0,0,0,0,0,0,0,1,44.1,2413.05,0,0,0,0,0,0,1,1,0,0
2781,1,0,0,7,0,0,0,1,0,1,0,1,1,44.4,265.8,1,0,0,0,0,1,0,0,0,0
870,0,1,0,72,1,1,1,0,1,1,1,0,1,98.2,7015.9,0,1,0,1,0,0,0,0,1,0
3297,0,1,0,42,1,1,1,0,1,1,1,1,0,84.35,3571.6,0,0,0,0,1,0,0,0,1,0
4159,1,0,0,59,1,1,1,1,1,0,0,0,1,89.75,5496.9,0,1,0,0,0,1,0,0,0,0
3238,0,1,1,26,1,0,0,0,0,0,0,0,0,19.65,494.9,0,0,1,0,1,0,0,0,1,0
2740,0,0,0,1,1,0,0,0,0,0,0,0,0,44.4,44.4,0,0,0,0,0,0,1,0,0,1
4732,0,1,1,71,1,0,0,0,0,0,0,0,0,19.9,1397.3,0,0,1,0,1,0,0,0,1,0
3230,0,1,1,63,1,0,0,0,0,0,0,0,0,19.55,1245.6,1,0,1,0,0,0,1,0,1,0
3120,0,1,0,69,1,1,0,0,0,0,0,0,1,24.95,1718.35,0,0,1,0,1,0,0,0,1,0
1400,0,0,1,3,1,0,0,0,0,0,0,0,0,19.95,58.3,1,0,1,0,0,0,1,0,0,0
1633,0,0,0,1,1,0,0,0,0,0,0,0,0,43.8,43.8,0,0,0,0,0,1,0,0,0,0
3874,0,0,0,9,1,0,0,0,0,0,0,0,1,43.75,405.7,0,0,0,0,0,1,0,0,0,0
713,0,0,1,14,1,1,1,0,0,1,0,0,1,86.0,1164.05,0,1,0,0,0,0,1,0,0,0
6698,0,0,0,40,1,0,0,1,0,1,0,1,1,89.6,3488.15,1,1,0,0,1,0,0,1,0,0
755,1,0,0,20,1,1,0,0,1,0,1,1,1,98.55,1842.8,1,1,0,0,0,1,0,0,0,1
871,0,1,1,57,1,0,0,1,1,0,1,1,1,97.55,5598.0,1,1,0,0,1,0,0,1,0,0
3347,0,1,1,23,1,0,0,0,0,0,0,0,0,20.9,454.0,1,0,1,0,0,0,1,0,1,0
3300,0,1,1,33,1,0,0,0,0,0,0,0,0,20.1,579.4,0,0,1,0,0,0,1,1,0,0
3015,0,1,1,59,1,0,1,1,1,1,1,1,1,86.75,5186.0,1,0,0,0,0,1,0,0,1,0
2545,0,1,1,62,1,0,1,0,1,1,1,0,1,70.75,4263.45,0,0,0,1,0,0,0,1,0,0
809,0,0,0,1,1,0,0,0,0,0,0,0,1,69.55,69.55,1,1,0,0,0,1,0,0,0,1
5073,0,0,1,22,0,0,0,0,1,0,1,1,1,49.45,1031.4,0,0,0,0,1,0,0,1,0,0
3122,1,1,1,68,1,0,0,0,0,0,0,0,0,19.5,1193.55,1,0,1,1,0,0,0,1,0,0
3582,0,0,0,3,1,0,0,0,0,0,1,0,1,80.5,232.35,0,1,0,0,0,1,0,0,0,0
1466,0,1,1,12,1,0,1,0,0,0,0,0,1,49.2,571.15,1,0,0,0,0,1,0,0,0,0
266,0,0,0,50,1,1,0,0,0,0,0,0,0,24.9,1195.25,1,0,1,1,0,0,0,0,1,0
416,0,1,0,70,1,1,0,1,1,1,0,1,1,98.7,6858.9,1,1,0,1,0,0,0,0,1,0
5850,1,0,0,20,1,0,0,0,0,0,0,0,0,71.3,1389.2,1,1,0,0,1,0,0,0,0,1
6575,0,0,0,22,1,1,1,0,0,1,0,0,1,59.05,1253.5,0,0,0,0,0,0,1,0,0,0
5141,0,0,0,5,1,0,0,0,0,0,0,0,1,19.25,86.05,1,0,1,0,0,0,1,0,0,0
1058,0,1,1,2,1,0,0,0,0,0,1,1,1,89.55,185.55,1,1,0,1,0,0,0,0,0,1
4975,0,1,0,72,1,1,0,1,1,0,1,1,1,103.75,7346.2,1,1,0,1,0,0,0,0,1,0
4476,0,0,0,1,1,0,0,0,0,0,0,0,0,20.9,20.9,0,0,1,0,0,0,1,0,0,1
619,0,0,0,7,1,1,0,1,0,0,0,0,1,78.55,522.95,0,1,0,1,0,0,0,0,0,0
3335,0,0,0,12,1,1,0,0,0,0,0,0,0,25.0,316.2,1,0,1,0,0,1,0,0,0,0
6887,0,1,1,35,1,1,0,0,0,0,0,0,0,24.3,821.6,0,0,1,1,0,0,0,0,1,0
5408,0,0,0,51,1,1,0,0,0,0,0,0,0,24.95,1288.0,0,0,1,1,0,0,0,0,1,0
121,0,0,0,6,1,0,0,0,0,0,0,0,0,20.7,112.75,0,0,1,0,0,0,1,0,0,0
3259,0,0,0,6,1,0,0,0,0,0,0,0,0,70.55,433.95,0,1,0,0,1,0,0,0,0,0
6783,0,0,1,21,0,0,1,1,1,1,1,0,0,53.15,1183.2,0,0,0,0,0,0,1,0,1,0
307,0,1,1,29,1,0,0,0,1,1,1,1,0,75.55,2054.4,1,0,0,0,0,0,1,0,1,0
4381,1,0,0,49,1,1,0,0,1,0,0,1,1,90.85,4515.85,0,1,0,0,1,0,0,0,0,1
1105,0,1,0,9,1,0,0,0,0,0,0,1,1,79.75,769.1,0,1,0,0,0,1,0,0,0,0
104,0,1,0,68,1,1,0,1,1,1,1,1,1,110.0,7611.85,1,1,0,1,0,0,0,0,1,1
4915,0,1,1,22,0,0,0,1,0,0,1,0,0,39.2,849.9,0,0,0,0,0,1,0,0,0,0
4822,0,1,1,72,1,0,1,0,1,1,1,1,1,104.9,7559.55,1,1,0,0,1,0,0,0,1,0
1859,0,0,0,52,1,0,0,1,0,0,0,1,1,85.35,4338.6,1,1,0,0,0,1,0,0,0,1
2096,0,0,0,1,1,0,0,0,0,0,0,0,0,19.3,19.3,0,0,1,0,0,1,0,0,0,1
6558,0,0,0,16,1,0,0,0,0,0,0,0,0,20.25,327.45,1,0,1,1,0,0,0,0,0,1
3213,0,1,1,41,0,0,1,0,1,0,0,0,0,35.4,1412.4,0,0,0,0,1,0,0,1,0,0
2258,0,0,0,56,1,0,1,0,1,0,0,0,0,52.7,3019.7,1,0,0,0,0,0,1,1,0,0
1039,0,1,0,38,1,0,1,1,0,0,0,0,1,79.45,3013.05,1,1,0,0,0,1,0,0,0,1
1243,0,0,0,1,1,0,0,0,0,0,0,0,0,45.3,45.3,1,0,0,0,0,1,0,0,0,1
4935,1,1,0,45,1,1,0,0,0,0,0,0,0,24.7,1174.35,1,0,1,0,1,0,0,1,0,0
4866,0,0,0,16,1,1,0,0,0,0,0,1,1,63.05,1067.05,0,0,0,1,0,0,0,0,0,0
5264,1,1,0,69,0,0,0,0,1,0,0,0,1,29.8,2134.3,1,0,0,0,1,0,0,1,0,0
602,0,1,1,66,1,1,0,0,0,0,0,0,1,74.25,4859.25,0,1,0,1,0,0,0,1,0,0
4233,0,1,0,33,0,0,1,0,1,1,1,1,0,59.55,2016.3,0,0,0,1,0,0,0,0,1,0
6934,0,1,0,71,1,1,0,1,0,1,1,1,1,104.15,7365.3,1,1,0,0,1,0,0,0,1,0
1305,0,0,0,28,1,0,0,0,1,0,1,0,1,59.55,1646.45,0,0,0,1,0,0,0,0,0,0
3138,0,0,0,1,1,0,0,0,0,0,0,0,1,45.3,45.3,0,0,0,0,0,1,0,0,0,1
3277,0,1,1,13,1,0,0,0,0,0,0,0,0,20.0,218.55,1,0,1,0,0,0,1,1,0,0
2497,0,1,0,4,1,0,0,0,0,0,0,0,0,19.6,93.45,0,0,1,0,0,0,1,0,0,0
5401,0,0,0,31,1,0,0,0,0,0,0,0,0,20.45,638.55,1,0,1,0,0,0,1,0,1,0
3119,1,1,0,32,1,1,0,0,0,0,1,0,1,85.95,2628.6,0,1,0,0,1,0,0,0,0,1
3814,0,1,0,72,1,1,1,1,1,1,1,1,1,88.7,6301.7,1,0,0,0,1,0,0,0,1,0
4059,0,1,1,2,1,0,0,0,0,0,1,1,0,65.7,134.35,0,0,0,0,0,0,1,0,0,1
6011,0,1,1,37,1,0,0,0,0,0,0,0,0,19.35,683.75,0,0,1,0,0,1,0,0,0,0
3477,0,0,0,18,1,1,0,0,0,0,0,0,1,74.15,1345.75,0,1,0,0,0,1,0,0,0,0
3469,1,0,0,15,1,0,0,0,0,0,1,1,1,91.5,1400.3,0,1,0,0,0,1,0,0,0,0
3575,0,0,0,59,0,0,0,0,0,1,1,1,1,51.7,3005.8,1,0,0,0,0,1,0,0,0,0
2806,0,1,0,58,1,1,1,1,1,0,1,1,1,86.1,4890.5,1,0,0,0,0,1,0,0,1,0
6893,0,1,1,6,1,0,1,1,0,0,0,0,0,55.9,365.35,0,0,0,0,1,0,0,0,0,1
4376,0,0,0,45,1,0,1,1,0,0,1,1,1,100.3,4483.95,0,1,0,0,0,1,0,1,0,0
3770,0,1,0,57,1,0,0,0,0,0,0,0,0,19.9,1115.6,0,0,1,1,0,0,0,0,1,0
2699,1,0,0,34,1,1,0,1,0,1,1,0,1,96.35,3190.25,0,1,0,0,0,1,0,0,0,0
4489,0,1,1,64,1,1,0,1,0,0,0,0,1,53.85,3399.85,0,0,0,1,0,0,0,1,0,0
2338,0,1,1,72,1,0,0,0,0,0,0,0,0,19.95,1322.85,1,0,1,1,0,0,0,0,1,0
5364,0,0,0,18,1,1,0,0,1,0,0,1,1,90.7,1597.25,1,1,0,0,1,0,0,0,0,1
5387,0,0,0,4,0,0,0,0,0,1,0,0,0,30.5,118.4,1,0,0,0,0,1,0,0,0,0
1687,0,1,1,12,1,1,0,0,0,0,0,0,0,26.4,314.95,1,0,1,0,0,0,1,1,0,0
5235,0,0,0,9,1,1,1,0,0,0,0,0,1,81.15,784.45,1,1,0,0,0,1,0,0,0,0
4212,0,0,0,1,1,0,0,0,0,0,1,1,0,90.6,90.6,0,1,0,0,0,1,0,0,0,1
36,0,0,0,5,1,0,0,0,0,0,0,0,1,69.7,316.9,1,1,0,0,0,1,0,0,0,1
5642,0,0,0,20,1,0,0,0,0,0,0,0,0,19.5,403.15,0,0,1,0,0,0,1,1,0,0
2138,0,1,1,54,1,0,1,0,1,1,0,1,0,69.95,3871.85,0,0,0,1,0,0,0,0,1,0
